director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget,revenue,profit,rate,budget_infl,gross_infl,profit_infl,normalized_profit,profit_str,budget_quartile,genre_count,Family,Musical,Documentary,Sport,Crime,Sci-Fi,History,Adventure,Western,Music,Mystery,Horror,Fantasy,Drama,News,Romance,Comedy,Biography,War,Action,Thriller,Animation,genre_list,ratings_G,ratings_NC-17,ratings_PG,ratings_PG-13,ratings_R,ratings_Unrated,director_count,directed_5_plus_no,directed_5_plus_yes,actor1_count,actor2_count,actor3_count,actor_count,features,sex,fighter,friendship,friend,immigrant,bus,mafia,corporation,breast,scenario,die,hard,stake,pastor,thug,humor,based,novel,drug,secret,death,mail,escape,alien,deaf,murder,lustepic,tale,bear,fish,british,arcade,wizard,mutant,fairy,toy,super,pirate,box,hit,sequel,egg,kong,panic,hawaii,forest,zeus,king,sword,magic,giant,first,part,farm,princess,graduation,accusation,battle,epic
Sydney Pollack,133.0,521.0,970.0,Kristin Scott Thomas,11000.0,Drama|Mystery|Romance,Harrison Ford,Random Hearts,16710,Bill Cobbs,1.0,death|plane crash|police|police sergeant|politician,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,English,R,1999,1000.0,5.1,1.85,295,64000000,74608570,10608570,0.8637154979999999,7409847356.936047,8638095550.301218,1228248193.3651724,0.047551608833692756,Some Profits,100,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"['Drama', 'Mystery', 'Romance']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spike Lee,142.0,0.0,854.0,Jennifer Esposito,978.0,Crime|Drama|Romance|Thriller,Mira Sorvino,Summer of Sam,5386,Mike Starr,0.0,distrust|fear|murder|neighborhood|new york city,http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,English,R,1999,911.0,6.6,1.85,0,22000000,19288130,-2711870,0.8637154979999999,2547135028.946766,2233157798.4490447,-313977230.49772114,0.04267130109903883,Failure,50,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"['Crime', 'Drama', 'Romance', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Newell,124.0,179.0,551.0,Kurt Fuller,11000.0,Comedy|Drama|Romance,Angelina Jolie Pitt,Pushing Tin,13093,Jake Weber,3.0,air traffic control|air traffic controller|female bodybuilder|job|marriage,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,English,R,1999,617.0,6.0,2.35,783,33000000,8408835,-24591165,0.8637154979999999,3820702543.420149,973565371.8697081,-2847137171.550441,0.03465522260483931,Failure,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Shelton,124.0,41.0,197.0,Robert Wagner,512.0,Comedy|Drama|Sport,Willie Garson,Play It to the Bone,1523,Lolita Davidovich,0.0,boxing movie|friendship|highway travel|male rear nudity|road movie,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,English,R,1999,481.0,5.4,2.35,153,24000000,8434146,-15565854,0.8637154979999999,2778692758.851017,976495850.7205114,-1802196908.130506,0.03796189228549229,Failure,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama', 'Sport']",0,0,0,0,1,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Parisot,102.0,23.0,436.0,Enrico Colantoni,25000.0,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest,26998,Robin Sachs,3.0,alien|alien race|convention|fan|general,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,English,PG,1999,724.0,7.3,2.35,19000,45000000,90683916,45683916,0.8637154979999999,5210048922.845657,10499280863.893913,5289231941.048256,0.06040242174824083,Some Profits,75,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Adventure', 'Comedy', 'Sci-Fi']",0,0,1,0,0,0,1.0,1,0,1.0,1.0,1.0,3.0,alien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josef Rusnak,100.0,9.0,363.0,Craig Bierko,599.0,Mystery|Sci-Fi|Thriller,Gretchen Mol,The Thirteenth Floor,2389,Brad William Henke,0.0,amnesia|barricade|letter|time|virtual reality,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,English,R,1999,380.0,7.0,2.35,0,16000000,18564088,2564088,0.8637154979999999,1852461839.2340117,2149329037.511378,296867198.2773661,0.044604292699549714,Some Profits,50,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Dugan,93.0,221.0,781.0,Adam Sandler,12000.0,Comedy|Drama,Steve Buscemi,Big Daddy,26760,Joey Lauren Adams,0.0,homosexual|law|law school|responsibility|vomiting,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,English,PG-13,1999,11000.0,6.4,1.85,0,34200000,234801895,200601895,0.8637154979999999,3959637181.3626995,27185096891.708202,23225459710.345505,0.1171608629972277,Success,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Mendes,122.0,0.0,158.0,Peter Gallagher,18000.0,Drama,Kevin Spacey,American Beauty,19078,Ara Celi,0.0,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,English,R,1999,828.0,8.4,2.35,22000,15000000,356296601,341296601,0.8637154979999999,1736682974.2818859,41251616050.08042,39514933075.79854,0.16870821893416824,Success,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Drama'],0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Beresford,105.0,78.0,298.0,Annabeth Gish,984.0,Crime|Mystery|Thriller,Bruce Greenwood,Double Jeopardy,2129,Bruce Campbell,0.0,blood|murder|sex scene|wrongful arrest|wrongful conviction,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,English,R,1999,489.0,6.4,2.35,0,70000000,177841558,107841558,0.8637154979999999,8104520546.6488,20590293726.557632,12485773179.908833,0.08317557496393413,Success,100,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damien O'Donnell,96.0,70.0,163.0,Jimi Mistry,883.0,Comedy|Drama,Archie Panjabi,East Is East,1616,Om Puri,0.0,england|marriage|muslim|pakistani|salford,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,English,R,1999,183.0,6.9,1.85,1000,3800000,28200000,24400000,0.8637154979999999,439959686.8180777,3264963991.6499453,2825004304.8318677,0.052604476644436106,Some Profits,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Roach,95.0,116.0,481.0,Verne Troyer,45000.0,Action|Adventure|Comedy|Crime,Muse Watson,Austin Powers: The Spy Who Shagged Me,47203,Robert Wagner,1.0,penis joke|phallic image|sexy agent|spy|volcano hideout,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,English,PG-13,1999,645.0,6.6,2.35,0,33000000,312016858,279016858,0.8637154979999999,3820702543.420149,36124957665.16859,32304255121.748436,0.14589033067558527,Success,75,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Action', 'Adventure', 'Comedy', 'Crime']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Petrie,94.0,80.0,230.0,Ray Walston,1000.0,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,My Favorite Martian,2151,Michael Lerner,2.0,alien|hidden camera|martian|reporter|spaceship,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,English,PG,1999,417.0,4.9,1.85,448,65000000,36850101,-28149899,0.8637154979999999,7525626221.888171,4266462867.1511927,-3259163354.736979,0.03335138301201986,Failure,100,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Family', 'Sci-Fi']",0,0,1,0,0,0,1.0,1,0,1.0,1.0,1.0,3.0,alien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Judge,89.0,406.0,759.0,Stephen Root,989.0,Comedy,Gary Cole,Office Space,3462,Diedrich Bader,0.0,boss|computer|downsizing|neighbor|office,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,English,R,1999,939.0,7.8,1.85,16000,10000000,10827810,827810,0.8637154979999999,1157788649.5212572,1253631551.7172763,95842902.19601919,0.04396815973750721,Some Profits,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['Comedy'],0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Sonnenfeld,106.0,188.0,582.0,Salma Hayek,10000.0,Action|Comedy|Sci-Fi|Western,Will Smith,Wild Wild West,15870,Bai Ling,2.0,buddy movie|general|inventor|steampunk|utah,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,English,PG-13,1999,4000.0,4.8,1.85,0,170000000,222104681,52104681,0.8637154979999999,19682407041.861374,25715027866.733963,6032620824.872591,0.0627548447231497,Some Profits,100,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Action', 'Comedy', 'Sci-Fi', 'Western']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Tarlov,96.0,3.0,353.0,Dylan Baker,4000.0,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,Simply Irresistible,5668,Lawrence Gilliard Jr.,1.0,chef|female chef|love|magic|restaurant,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,English,PG-13,1999,812.0,5.3,2.35,901,6000000,4398989,-1601011,0.8637154979999999,694673189.7127542,509309953.35688657,-185363236.35586774,0.04307829469458146,Failure,25,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",0,0,0,1,0,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Cronenberg,115.0,0.0,716.0,Sarah Polley,1000.0,Horror|Sci-Fi|Thriller,Jennifer Jason Leigh,eXistenZ,2990,Callum Rennie,0.0,assassin|game|game designer|pod|virtual reality,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,English,R,1999,900.0,6.8,1.85,6000,15000000,2856712,-12143288,0.8637154979999999,1736682974.2818859,330746872.85511696,-1405936101.4267688,0.03921584300500032,Failure,25,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Roach,119.0,116.0,385.0,Mary McCormack,738.0,Comedy|Drama|Sport,Scott Grimes,"Mystery, Alaska",2171,Ron Eldard,0.0,alaska|male nudity|nudity|sex|small town,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,English,R,1999,428.0,6.7,2.35,913,28000000,8891623,-19108377,0.8637154979999999,3241808218.65952,1029462018.5222149,-2212346200.1373053,0.03666399203616949,Failure,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama', 'Sport']",0,0,0,0,1,0,2.0,1,0,1.0,1.0,1.0,3.0,sex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Wang,114.0,61.0,407.0,Eva Amurri Martino,20000.0,Comedy|Drama,Natalie Portman,Anywhere But Here,22040,Shawn Hatosy,2.0,family relationships|female protagonist|nubile woman|policeman|teenager,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,English,PG-13,1999,797.0,6.1,2.35,638,23000000,18653615,-4346385,0.8637154979999999,2662913893.8988914,2159694371.9539466,-503219521.9449449,0.04207245179699566,Failure,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Amiel,113.0,36.0,232.0,Kevin McNally,537.0,Action|Crime|Romance|Thriller,Will Patton,Entrapment,1302,Maury Chaykin,1.0,art thief|insurance|mask|master thief|reference to iron maiden,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,English,PG-13,1999,427.0,6.2,2.35,0,66000000,212404396,146404396,0.8637154979999999,7641405086.840298,24591939879.721832,16950534792.881533,0.09730412601492092,Success,100,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"['Action', 'Crime', 'Romance', 'Thriller']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Duffy,102.0,78.0,184.0,David Della Rocco,12000.0,Action|Crime|Thriller,Norman Reedus,The Boondock Saints,12680,Bob Marley,2.0,fbi|fbi agent|friend|irish|mafia,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,English,R,1999,333.0,7.9,2.35,16000,6000000,30471,-5969529,0.8637154979999999,694673189.7127542,3527897.7939562225,-691145291.9187981,0.0414777685719928,Failure,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['Action', 'Crime', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,mafia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Noyce,118.0,176.0,308.0,Angelina Jolie Pitt,18000.0,Crime|Drama|Mystery|Thriller,Denzel Washington,The Bone Collector,29748,Leland Orser,2.0,new york city|police|quadriplegic|serial killer|suicide,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,English,R,1999,11000.0,6.7,2.35,0,73000000,151493655,78493655,0.8637154979999999,8451857141.5051775,17539763423.348923,9087906281.843748,0.07242316753544278,Some Profits,100,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,3.0,1.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Hyams,121.0,0.0,595.0,Mark Margolis,1000.0,Action|Fantasy|Horror|Mystery,CCH Pounder,End of Days,3903,Udo Kier,0.0,atheist|ex cop|female masturbation|female nudity|lucifer,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,English,R,1999,1000.0,5.7,2.35,2000,100000000,211989043,111989043,0.8637154979999999,11577886495.212572,24543850780.82737,12965964285.6148,0.08469511959795982,Success,100,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,"['Action', 'Fantasy', 'Horror', 'Mystery']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Myrick,81.0,19.0,39.0,Joshua Leonard,170.0,Horror,Heather Donahue,The Blair Witch Project,399,Michael C. Williams,0.0,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,R,1999,170.0,6.4,1.33,0,60000,248639099,248579099,0.8637154979999999,6946731.897127543,28787152664.93922,28780205933.04209,0.13473862467539066,Success,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Horror'],0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Stone,156.0,0.0,1000.0,Dennis Quaid,14000.0,Drama|Sport,Al Pacino,Any Given Sunday,20761,LL Cool J,5.0,breasts|coach|football|in medias res|vomiting,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,English,R,1999,2000.0,6.8,2.35,0,55000000,100230832,45230832,0.8637154979999999,6367837572.366914,11604611962.1672,5236774389.800286,0.06023642202528513,Some Profits,75,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Drama', 'Sport']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,breast,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Tennant,148.0,72.0,99.0,Geoffrey Palmer,582.0,Drama|History|Romance,Bai Ling,Anna and the King,804,Randall Duk Kim,2.0,1860s|children|king|schoolteacher|siam,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,English,PG-13,1999,103.0,6.7,2.35,0,75000000,113996937,38996937,0.8637154979999999,8683414871.409428,13198435973.878983,4515021102.469555,0.05795246398894996,Some Profits,100,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['Drama', 'History', 'Romance']",0,0,0,1,0,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Hill,87.0,25.0,611.0,F. Murray Abraham,1000.0,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Josh Charles,Muppets from Space,3243,David Arquette,0.0,alien|breakfast|escape|rat|ufo,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,English,G,1999,670.0,6.2,1.85,619,24000000,22300000,-1700000,0.8637154979999999,2778692758.851017,2581868688.4324036,-196824070.41861373,0.043042027365398215,Failure,50,6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Sci-Fi']",1,0,0,0,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Parker,145.0,317.0,70.0,Devon Murray,876.0,Drama,Emily Watson,Angela's Ashes,1282,Pauline McLynn,1.0,drink|ira|irish|limerick|prejudice,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,English,R,1999,219.0,7.3,1.85,0,50000000,13042112,-36957888,0.8637154979999999,5788943247.606286,1510000923.9384983,-4278942323.6677876,0.030124335193520868,Failure,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Drama'],0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McTiernan,113.0,323.0,835.0,Faye Dunaway,1000.0,Crime|Romance|Thriller,Mark Margolis,The Thomas Crown Affair,4660,Denis Leary,0.0,art|insurance investigator|martinique|painting|trust,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,English,R,1999,977.0,6.8,2.35,0,48000000,124305181,76305181,0.8637154979999999,5557385517.702034,14391912763.848543,8834527246.14651,0.07162136019354651,Some Profits,75,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"['Crime', 'Romance', 'Thriller']",0,0,0,0,1,0,2.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Weitz,95.0,80.0,1000.0,Shannon Elizabeth,3000.0,Comedy,Alyson Hannigan,American Pie,8134,Natasha Lyonne,6.0,1990s|first love|milf|prom|virginity,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,English,R,1999,1000.0,7.0,1.85,0,11000000,235483004,224483004,0.8637154979999999,1273567514.473383,27263954918.636883,25990387404.163498,0.12591036083399687,Success,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['Comedy'],0,0,0,0,1,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Clark,97.0,84.0,782.0,Dom DeLuise,899.0,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,Baby Geniuses,2936,Ruby Dee,2.0,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,English,PG,1999,842.0,2.5,1.85,0,12000000,36450736,24450736,0.8637154979999999,1389346379.4255085,4220224840.749587,2830878461.3240786,0.05262306516652888,Some Profits,25,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Crime', 'Family', 'Sci-Fi']",0,0,1,0,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
