director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,News,Thriller,Fantasy,Comedy,Animation,History,Western,Music,Family,Short,Game-Show,Action,Sport,Drama,Mystery,Sci-Fi,Biography,Documentary,War,Film-Noir,Horror,Crime,Reality-TV,Musical,Adventure,Romance,budget,revenue,profit,rate,budget_infl,gross_infl,director_count,actor1_count,actor2_count,actor3_count,normalized_profit,content_rating_G,content_rating_NC-17,content_rating_PG,content_rating_PG-13,content_rating_R,content_rating_Unrated
Darren Stein,87.0,18.0,844.0,Judy Greer,3000.0,Comedy|Crime|Thriller,Julie Benz,Jawbreaker,9555,Jeff Conaway,3.0,best friend|bitch|friend|popular girl|prom,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1,English,USA,1999,2000.0,5.4,1.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3000000,3076820,8894132.405622298,0.8637154979999999,347336594.8563771,356230727.26199937,1.0,1.0,1.0,1.0,6.643306108841543e-05,0,0,0,0,1,0
Dean Parisot,102.0,23.0,436.0,Enrico Colantoni,25000.0,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest,26998,Robin Sachs,3.0,alien|alien race|convention|fan|general,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,English,USA,1999,724.0,7.3,2.35,19000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45000000,90683916,5289231941.048256,0.8637154979999999,5210048922.845657,10499280863.893913,1.0,1.0,1.0,1.0,0.03953930191517635,0,0,1,0,0,0
Risa Bramon Garcia,101.0,112.0,612.0,Dave Chappelle,1000.0,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes,2697,Gaby Hoffmann,5.0,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,English,USA,1999,744.0,5.9,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6000000,6852450,98695693.42843956,0.8637154979999999,694673189.7127542,793368883.1411939,1.0,1.0,2.0,1.0,0.000737739589118532,0,0,0,0,1,0
Mike Judge,89.0,406.0,759.0,Stephen Root,989.0,Comedy,Gary Cole,Office Space,3462,Diedrich Bader,0.0,boss|computer|downsizing|neighbor|office,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,English,USA,1999,939.0,7.8,1.85,16000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,10827810,95842902.1960192,0.8637154979999999,1157788649.5212572,1253631551.7172766,1.0,1.0,1.0,1.0,0.0007164137084142503,0,0,0,0,1,0
Daniel Myrick,81.0,19.0,39.0,Joshua Leonard,170.0,Horror,Heather Donahue,The Blair Witch Project,399,Michael C. Williams,0.0,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,USA,1999,170.0,6.4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60000,248639099,28780205933.042088,0.8637154979999999,6946731.897127543,28787152664.93922,1.0,1.0,1.0,1.0,0.21514475922570475,0,0,0,0,1,0
Michael Patrick Jann,97.0,31.0,551.0,Kirstie Alley,4000.0,Comedy|Romance|Thriller,Kirsten Dunst,Drop Dead Gorgeous,6388,Ellen Barkin,0.0,beauty pageant|blonde|cheerleader uniform|small town|upskirt,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,English,Germany,1999,980.0,6.5,1.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000,10571408,66156969.66456425,0.8637154979999999,1157788649.5212572,1223945619.1858213,1.0,1.0,1.0,1.0,0.0004944981863225597,0,0,0,1,0,0
Franco Zeffirelli,117.0,160.0,55.0,Joan Plowright,718.0,Comedy|Drama|War,Lily Tomlin,Tea with Mussolini,1148,Paolo Seganti,6.0,ambassador|american|art|english|italy,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,English,Italy,1999,330.0,6.9,1.85,970,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12000000,21001563,1042190746.9350516,0.8637154979999999,1389346379.4255085,2431537126.3605604,1.0,1.0,1.0,1.0,0.007790783894463977,0,0,1,0,0,0
Mike Mitchell,88.0,31.0,489.0,Eddie Griffin,1000.0,Comedy|Romance,Amy Poehler,Deuce Bigalow: Male Gigolo,2604,Bree Turner,1.0,aquarium|fish|fish tank|gigolo|norwegian,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,English,USA,1999,489.0,5.7,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17000000,65535067,5619334967.635374,0.8637154979999999,1968240704.1861372,7587575671.821509,1.0,1.0,1.0,1.0,0.042006968558678526,0,0,0,0,1,0
John Schultz,91.0,13.0,292.0,Mark Webber,452.0,Comedy|Drama|Romance,Stephen Collins,Drive Me Crazy,1760,Keri Lynn Pratt,2.0,centennial|girl|next door neighbor|prom|school,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,English,USA,1999,442.0,5.7,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8000000,22593409,1689608329.8021364,0.8637154979999999,926230919.6170057,2615839249.4191422,1.0,1.0,2.0,1.0,0.012630517689622877,0,0,0,1,0,0
Michael Corrente,96.0,30.0,407.0,George Wendt,761.0,Comedy|Drama|Romance,Jonathan Brandis,Outside Providence,2018,Shawn Hatosy,3.0,class|cornwall connecticut|dog|friend|pawtucket rhode island,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,English,USA,1999,412.0,6.4,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7000000,7292175,33827689.86738733,0.8637154979999999,810452054.66488,844279744.5322673,1.0,1.0,1.0,2.0,0.00025282247014160543,0,0,0,0,1,0
Malcolm D. Lee,120.0,92.0,862.0,Sanaa Lathan,1000.0,Comedy|Drama,Harold Perrineau,The Best Man,5420,Jarrod Bunch,6.0,african american|bachelor party|brooklyn bridge|family relationships|stripper,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,English,USA,1999,886.0,6.7,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9000000,34573780,2960903220.935374,0.8637154979999999,1042009784.5691315,4002913005.5045047,1.0,1.0,1.0,1.0,0.02213401127869573,0,0,0,0,1,0
John McTiernan,113.0,323.0,835.0,Faye Dunaway,1000.0,Crime|Romance|Thriller,Mark Margolis,The Thomas Crown Affair,4660,Denis Leary,0.0,art|insurance investigator|martinique|painting|trust,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,English,USA,1999,977.0,6.8,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48000000,124305181,8834527246.14651,0.8637154979999999,5557385517.702034,14391912763.848543,1.0,2.0,1.0,1.0,0.06604195793807402,0,0,0,0,1,0
Stephan Elliott,109.0,11.0,159.0,Patrick Bergin,471.0,Drama|Mystery|Thriller,Jason Priestley,Eye of the Beholder,1069,Geneviève Bujold,1.0,chicago illinois|false identity|femme fatale|new york city|spying,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,English,Canada,1999,308.0,4.9,2.35,327,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15000000,17589705,299833105.4608448,0.8637154979999999,1736682974.2818859,2036516079.7427304,1.0,1.0,1.0,1.0,0.0022413310210551004,0,0,0,0,1,0
Stanley Kubrick,159.0,0.0,521.0,Vinessa Shaw,10000.0,Drama|Mystery|Thriller,Tom Cruise,Eyes Wide Shut,11424,Sydney Pollack,1.0,doctor|orgy|party|pianist|sexual fantasy,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,English,UK,1999,580.0,7.3,1.66,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,65000000,162091208,11241109859.07075,0.8637154979999999,7525626221.88817,18766736080.95892,1.0,1.0,1.0,1.0,0.08403223115714788,0,0,0,0,1,0
Joel Schumacher,123.0,541.0,173.0,Chris Bauer,12000.0,Mystery|Thriller,Nicolas Cage,8MM,12970,Anthony Heald,1.0,investigation|obsession|private eye|private investigator|snuff film,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,English,Germany,1999,638.0,6.5,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40000000,96618699,6555248705.286055,0.8637154979999999,4631154598.085029,11186403303.371084,2.0,2.0,2.0,1.0,0.04900333916295265,0,0,0,0,1,0
Kevin Smith,130.0,0.0,769.0,Janeane Garofalo,13000.0,Adventure|Comedy|Drama|Fantasy,Matt Damon,Dogma,16693,George Carlin,8.0,abortion|abortion clinic|angel|church|clinic,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,English,USA,1999,1000.0,7.4,2.35,10000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10000000,31429330,2481063504.084536,0.8637154979999999,1157788649.5212572,3638852153.605794,1.0,2.0,3.0,1.0,0.018546996413238724,0,0,0,0,1,0
John Lasseter,82.0,487.0,967.0,John Ratzenberger,15000.0,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2,21275,Wayne Knight,2.0,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,English,USA,1999,1000.0,7.9,1.85,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90000000,497366869,47164473711.92129,0.8637154979999999,10420097845.691315,57584571557.6126,1.0,2.0,1.0,1.0,0.3525753209269601,1,0,0,0,0,0
David Fincher,151.0,21000.0,637.0,Meat Loaf,11000.0,Drama,Brad Pitt,Fight Club,13209,Eugenie Bondurant,2.0,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,English,USA,1999,783.0,8.8,2.35,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63000000,100853753,4382664556.518125,0.8637154979999999,7294068491.98392,11676733048.502045,1.0,1.0,1.0,1.0,0.032762308326171434,0,0,0,0,1,0
Phillip Noyce,118.0,176.0,308.0,Angelina Jolie Pitt,18000.0,Crime|Drama|Mystery|Thriller,Denzel Washington,The Bone Collector,29748,Leland Orser,2.0,new york city|police|quadriplegic|serial killer|suicide,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,English,USA,1999,11000.0,6.7,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,73000000,151493655,9087906281.843748,0.8637154979999999,8451857141.505178,17539763423.348927,1.0,3.0,4.0,1.0,0.06793607869490935,0,0,0,0,1,0
Bruce Beresford,105.0,78.0,298.0,Annabeth Gish,984.0,Crime|Mystery|Thriller,Bruce Greenwood,Double Jeopardy,2129,Bruce Campbell,0.0,blood|murder|sex scene|wrongful arrest|wrongful conviction,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,English,USA,1999,489.0,6.4,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,70000000,177841558,12485773179.90883,0.8637154979999999,8104520546.6488,20590293726.557632,1.0,1.0,1.0,1.0,0.0933366419375568,0,0,0,0,1,0
Gil Junger,97.0,19.0,835.0,Heath Ledger,23000.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You,37907,Andrew Keegan,6.0,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,English,USA,1999,13000.0,7.2,1.85,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16000000,53478166,4339179519.96735,0.8637154979999999,1852461839.2340121,6191641359.201362,1.0,1.0,1.0,1.0,0.032437238376655235,0,0,0,1,0,0
Roger Michell,124.0,50.0,427.0,Clarke Peters,8000.0,Comedy|Drama|Romance,Julia Roberts,Notting Hill,9255,Dylan Moran,1.0,actress|bookstore|friend|kiss|love,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,English,UK,1999,437.0,7.0,2.35,11000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42000000,363889678,37268021558.64523,0.8637154979999999,4862712327.989282,42130733886.634514,1.0,2.0,1.0,1.0,0.2785949484349509,0,0,0,1,0,0
Rupert Wainwright,103.0,9.0,573.0,Enrico Colantoni,826.0,Horror,Nia Long,Stigmata,3004,Portia de Rossi,0.0,catholic|priest|stigmata|vatican|wound,http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1,English,USA,1999,724.0,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29000000,50041732,2436187847.586822,0.8637154979999999,3357587083.611645,5793774931.198468,1.0,2.0,2.0,1.0,0.0182115309623776,0,0,0,0,1,0
David Koepp,99.0,192.0,282.0,Kathryn Erbe,347.0,Horror|Mystery|Thriller,Illeana Douglas,Stir of Echoes,1254,Lusia Strus,0.0,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,English,USA,1999,301.0,7.0,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12000000,21133087,1057418446.3690152,0.8637154979999999,1389346379.4255085,2446764825.7945237,1.0,2.0,1.0,1.0,0.007904617706710323,0,0,0,0,1,0
David O. Russell,114.0,737.0,393.0,Jamie Kennedy,2000.0,Action|Adventure|Comedy|Drama|War,Judy Greer,Three Kings,3743,Mykelti Williamson,1.0,gold|gulf war|iraq|kuwait|map,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,English,USA,1999,490.0,7.1,2.35,3000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,75000000,108000000,3820702543.4201493,0.8637154979999999,8683414871.409428,12504117414.829578,1.0,2.0,2.0,1.0,0.028561392845406423,0,0,0,0,1,0
Jon Amiel,113.0,36.0,232.0,Kevin McNally,537.0,Action|Crime|Romance|Thriller,Will Patton,Entrapment,1302,Maury Chaykin,1.0,art thief|insurance|mask|master thief|reference to iron maiden,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,English,USA,1999,427.0,6.2,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,66000000,212404396,16950534792.88153,0.8637154979999999,7641405086.840299,24591939879.721832,1.0,1.0,1.0,1.0,0.1267127167267834,0,0,0,1,0,0
Rob Minkoff,84.0,50.0,692.0,Nathan Lane,979.0,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,Stuart Little,3382,Jeffrey Jones,0.0,box office hit|cat|first part|mouse|orphanage,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1,English,Germany,1999,886.0,5.9,1.85,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133000000,300135367,19350743084.61697,0.8637154979999999,15398589038.632719,34749332123.249695,1.0,2.0,1.0,1.0,0.14465533906566022,0,0,1,0,0,0
Sofia Coppola,90.0,0.0,826.0,Kathleen Turner,4000.0,Drama|Romance,Kirsten Dunst,The Virgin Suicides,7103,Scott Glenn,0.0,catholic|five sisters|isolation|school|suicide,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,English,USA,1999,899.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6000000,10409377,510512664.20600927,0.8637154979999999,694673189.7127542,1205185853.9187634,1.0,2.0,2.0,1.0,0.0038162542350535507,0,0,0,0,1,0
Damien O'Donnell,96.0,70.0,163.0,Jimi Mistry,883.0,Comedy|Drama,Archie Panjabi,East Is East,1616,Om Puri,0.0,england|marriage|muslim|pakistani|salford,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,English,UK,1999,183.0,6.9,1.85,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3800000,28200000,2825004304.831868,0.8637154979999999,439959686.81807774,3264963991.649945,1.0,1.0,1.0,1.0,0.02111810656063275,0,0,0,0,1,0
Ben Younger,120.0,46.0,701.0,Nia Long,14000.0,Crime|Drama|Thriller,Vin Diesel,Boiler Room,17336,Herbert Russell,3.0,career|casino|judge|stock|stock broker,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,English,USA,2000,826.0,7.0,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7000000,28780255,2521693202.267861,0.8637154979999999,810452054.66488,3332145256.932741,1.0,2.0,4.0,1.0,0.018850721441085724,0,0,0,0,1,0
Bonnie Hunt,115.0,597.0,597.0,Jim Belushi,893.0,Comedy|Drama|Romance,Minnie Driver,Return to Me,3946,Bonnie Hunt,1.0,heart|italian restaurant|restaurant|transplant|waitress,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,English,USA,2000,854.0,6.9,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24000000,36609995,1459970908.1519804,0.8637154979999999,2778692758.851017,4238663667.002997,1.0,3.0,1.0,1.0,0.010913876035759143,0,0,1,0,0,0
Roger Spottiswoode,123.0,55.0,956.0,Michael Rapaport,3000.0,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,The 6th Day,5839,Tony Goldwyn,1.0,clone|cloning|future|laser gun|murder,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,English,USA,2000,975.0,5.9,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,82000000,96085477,1630800539.3692727,0.8637154979999999,9493866926.074308,11124667465.44358,1.0,1.0,1.0,1.0,0.012190903353669656,0,0,0,1,0,0
Danny Leiner,83.0,8.0,612.0,Mary Lynn Rajskub,3000.0,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car?",6454,Marla Sokoloff,2.0,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,English,USA,2000,934.0,5.5,1.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13000000,73180723,6967655800.938286,0.8637154979999999,1505125244.3776345,8472781045.31592,1.0,1.0,1.0,1.0,0.05208626525425901,0,0,0,1,0,0
Patrick Lussier,99.0,71.0,1000.0,Danny Masterson,18000.0,Action|Fantasy|Horror|Thriller,Gerard Butler,Dracula 2000,23344,Jeri Ryan,0.0,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,English,USA,2000,1000.0,4.9,2.35,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28000000,47053625,2206007075.7234464,0.8637154979999999,3241808218.65952,5447815294.382966,1.0,1.0,1.0,1.0,0.016490827524498233,0,0,0,0,1,0
Nick Gomez,96.0,22.0,324.0,Jamie Lee Curtis,8000.0,Comedy|Crime|Mystery,Will Ferrell,Drowning Mona,11078,Tracey Walter,0.0,crying woman|plot|suspect|waitress|younger man older woman relationship,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,English,USA,2000,2000.0,5.6,1.85,492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6000000,15427192,1091469589.44576,0.8637154979999999,694673189.7127542,1786142779.1585145,1.0,1.0,1.0,1.0,0.008159165115173506,0,0,0,1,0,0
Todd Phillips,94.0,480.0,486.0,Rachel Blanchard,1000.0,Comedy,Ethan Suplee,Road Trip,3889,Paulo Costanzo,5.0,blonde|college|friend|highway travel|road trip,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,English,USA,2000,490.0,6.5,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,119754278,12012552540.76731,0.8637154979999999,1852461839.2340121,13865014380.001318,1.0,1.0,2.0,1.0,0.08979910761592544,0,0,0,0,1,0
Wes Craven,116.0,0.0,71.0,Roger Jackson,287.0,Horror|Mystery,Kelly Rutherford,Scream 3,600,Nancy O'Dell,4.0,death|ghostface|murder|scream|survivor,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,USA,2000,157.0,5.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40000000,161834276,14105834187.544012,0.8637154979999999,4631154598.085029,18736988785.62904,1.0,1.0,1.0,1.0,0.10544731705105743,0,0,0,0,1,0
Steven Soderbergh,131.0,0.0,658.0,Albert Finney,8000.0,Biography|Drama,Julia Roberts,Erin Brockovich,10003,Conchata Ferrell,0.0,contamination|corporate crime|environmental issue|female protagonist|working single mother,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,English,USA,2000,883.0,7.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52000000,256271286,23650297635.39105,0.8637154979999999,6020500977.510537,29670798612.90158,2.0,3.0,1.0,1.0,0.1767964177360284,0,0,0,0,1,0
Stig Bergqvist,78.0,0.0,786.0,Casey Kasem,971.0,Adventure|Animation|Comedy|Family|Romance,Elizabeth Daily,Rugrats in Paris: The Movie,4527,Debbie Reynolds,0.0,amusement park|baby|france|paris france|villain,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,English,Germany,2000,844.0,6.1,1.85,181,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,103,8451.857141505177,0.8637154979999999,3473.365948563772,11925.223090068948,1.0,1.0,1.0,1.0,8.654984052062419e-09,1,0,0,0,0,0
Robert Zemeckis,130.0,0.0,568.0,Amber Valletta,11000.0,Drama|Fantasy|Horror|Mystery|Thriller,Harrison Ford,What Lies Beneath,12890,Miranda Otto,0.0,ghost|haunted house|research|secret|vermont,http://www.imdb.com/title/tt0161081/?ref_=fn_tt_tt_1,English,USA,2000,627.0,6.6,2.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,100000000,291420351,22162430967.5175,0.8637154979999999,11577886495.212572,33740317462.730076,1.0,2.0,1.0,1.0,0.16567395398811935,0,0,0,1,0,0
Jon Turteltaub,104.0,226.0,577.0,Lily Tomlin,13000.0,Comedy|Family|Fantasy,Bruce Willis,The Kid,16452,Daniel von Bargen,1.0,altering history|cartoon on tv|childhood|image consultant|one two combo,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,English,USA,2000,718.0,6.1,1.85,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000,69700000,544160665.2749909,0.8637154979999999,7525626221.88817,8069786887.163162,1.0,3.0,2.0,2.0,0.004067787978069804,0,0,1,0,0,0
Harold Ramis,93.0,11000.0,484.0,Frances O'Connor,3000.0,Comedy|Fantasy|Romance,Brendan Fraser,Bedazzled,5390,Brian Doyle-Murray,2.0,contract|devil|dream|soul|wish,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,English,USA,2000,575.0,6.0,2.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48000000,90383208,4907079715.269855,0.8637154979999999,5557385517.702034,10464465232.971891,2.0,3.0,1.0,1.0,0.03668254440512486,0,0,0,1,0,0
Rob Cohen,106.0,357.0,883.0,Leslie Bibb,23000.0,Action|Crime|Drama|Thriller,Paul Walker,The Skulls,26652,William Petersen,0.0,college|friend|ivy league|secret society|suicide,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,English,USA,2000,1000.0,5.6,1.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15000000,35007180,2316408591.2928705,0.8637154979999999,1736682974.2818859,4053091565.574756,1.0,2.0,1.0,1.0,0.01731612785627467,0,0,0,1,0,0
Andrzej Bartkowiak,115.0,43.0,775.0,Delroy Lindo,5000.0,Action|Crime|Thriller,Jet Li,Romeo Must Die,9082,Aaliyah,1.0,death|hong kong|kung fu|prison|waterfront,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,English,USA,2000,848.0,6.1,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25000000,91036760,7645661117.915937,0.8637154979999999,2894471623.803143,10540132741.71908,1.0,1.0,1.0,1.0,0.05715465593858775,0,0,0,0,1,0
Danny Boyle,119.0,0.0,39.0,Virginie Ledoyen,29000.0,Adventure|Drama|Thriller,Leonardo DiCaprio,The Beach,29461,Peter Youngblood Hills,0.0,love|map|paradise|thailand|travel,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,English,USA,2000,414.0,6.6,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40000000,144056873,12047586646.407495,0.8637154979999999,4631154598.085029,16678741244.492525,1.0,1.0,1.0,1.0,0.09006100310584883,0,0,0,0,1,0
Edward Norton,128.0,0.0,754.0,Milos Forman,955.0,Comedy|Drama|Romance,Lisa Edelstein,Keeping the Faith,5404,Anne Bancroft,3.0,celibacy|jewish|priest|rabbi|synagogue,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,English,USA,2000,869.0,6.4,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30000000,59945183,3467019298.523691,0.8637154979999999,3473365948.5637717,6940385247.087461,1.0,1.0,1.0,1.0,0.025917453603709503,0,0,0,1,0,0
Jonathan Mostow,116.0,84.0,563.0,Thomas Kretschmann,11000.0,Action|War,Matthew McConaughey,U-571,14931,David Keith,0.0,battle|historically inaccurate|submarine movie|u boat|world war two,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,English,France,2000,919.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62000000,127666415,7602782994.1752405,0.8637154979999999,7178289627.0317955,14781072621.207037,1.0,1.0,1.0,1.0,0.05683412293171164,0,0,0,1,0,0
